unit_hmy,Property_Code,Unit_Code,StartDate,EndDate,sStatus,VacantDate,ReadyDate,Floor_Code,hbldg,Bldg_Code,Address_1,Address_2,Address_3,Address_4,City,Zip_Code,Country,Rent,SQFT,Rent_Ready,Exclude,Unit_Type,Bedrooms,Baths,Attributes_2,Attributes_5,Attributes_6,Attributes_8,Attributes_9,Attributes_10,dtLastModified,sFirstName,sLastName,scode
669,44400001,"A-0405  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",4,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4707,1038,0,0,"01_A_C1 ",3,3,"",,112,"Balcony-Std; Terrace","View-Park",,"08/07/2020",,,
670,44400001,"A-0501  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",5,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3210,670,0,0,"01_A_B1 ",2,1,"",,67,"Balcony-Standard",,,"08/07/2020",,,
671,44400001,"A-0502  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",5,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4737,1056,0,0,"01_A_C2 ",3,3,"",,113,"Balcony-Large","View-Park",,"08/07/2020",,,
672,44400001,"A-0503  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",5,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",2407,553,0,0,"01_A_A1 ",1,1,"","Aspect",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
673,44400001,"A-0504  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",5,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3245,769,0,0,"01_A_B2 ",2,2,"","Aspect",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
674,44400001,"A-0505  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",5,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4707,1038,0,0,"01_A_C1 ",3,3,"","Aspect",112,"Balcony-Std; Terrace","View-Park",,"08/07/2020",,,
675,44400001,"A-0601  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",6,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3210,670,0,0,"01_A_B1 ",2,1,"",,67,"Balcony-Standard",,,"08/07/2020",,,
676,44400001,"A-0602  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",6,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4737,1056,0,0,"01_A_C2 ",3,3,"",,113,"Balcony-Large","View-Park",,"08/07/2020",,,
677,44400001,"A-0603  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",6,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",2407,553,0,0,"01_A_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
678,44400001,"A-0604  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",6,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3245,769,0,0,"01_A_B2 ",2,2,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
679,44400001,"A-0605  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",6,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4707,1038,0,0,"01_A_C1 ",3,3,"",,112,"Balcony-Std; Terrace","View-Park",,"08/07/2020",,,
680,44400001,"A-0701  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",7,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",2462,572,0,0,"01_A_A2 ",1,1,"",,64,"Terrace",,,"08/07/2020",,,
681,44400001,"A-0702  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",7,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4737,1056,0,0,"01_A_C2 ",3,3,"","Aspect",113,"Balcony-Large","View-Park",,"08/07/2020",,,
682,44400001,"A-0703  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",7,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",2407,553,0,0,"01_A_A1 ",1,1,"","Aspect",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
683,44400001,"A-0704  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",7,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3245,769,0,0,"01_A_B2 ",2,2,"","Aspect",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
684,44400001,"A-0705  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",7,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4707,1038,0,0,"01_A_C1 ",3,3,"",,112,"Balcony-Std; Terrace","View-Park",,"08/07/2020",,,
685,44400001,"A-0801  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",8,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4737,1056,0,0,"01_A_C2 ",3,3,"",,113,"Balcony-Large","View-Park",,"08/07/2020",,,
686,44400001,"A-0802  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",8,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",2407,553,0,0,"01_A_A1 ",1,1,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
687,44400001,"A-0803  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",8,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3245,769,0,0,"01_A_B2 ",2,2,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
688,44400001,"A-0804  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",8,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4707,1038,0,0,"01_A_C1 ",3,3,"",,112,"Balcony-Std; Terrace","View-Park",,"08/07/2020",,,
689,44400001,"A-0901  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",9,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3355,872,0,0,"01_A_B5 ",2,2,"","Aspect",438,"Wraparound Terrace","View-Park","Top Floor","08/07/2020",,,
690,44400001,"A-0902  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",9,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",3345,821,0,0,"01_A_B4 ",2,2,"","Aspect",216,"Large Terrace","View-Park","Top Floor","08/07/2020",,,
691,44400001,"A-0903  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",9,4,"h4.a","7 New Lion Way","Ashwell Apartments","Elephant and Castle","","London","SE17 1GN","UK",4757,1038,0,0,"01_A_C1 ",3,3,"",,112,"Balcony-Std; Terrace","View-Park","Top Floor","08/07/2020",,,
692,44400001,"B-0101  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",10,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2467,591,0,0,"01_B_A2 ",1,1,"","Aspect",64,"Terrace",,,"08/07/2020",,,
693,44400001,"B-0102  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",10,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3265,773,0,0,"01_B_B1 ",2,2,"","Aspect",199,"Double Terrace","View-Park",,"08/07/2020",,,
694,44400001,"B-0103  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",10,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
695,44400001,"B-0104  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",10,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2006,409,0,0,"01_B_S1 ",0,1,"","Aspect",69,"Balcony-Standard","View-Park",,"08/07/2020",,,
696,44400001,"B-0105  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",10,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
697,44400001,"B-0106  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",10,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3265,773,0,0,"01_B_B1 ",2,2,"",,271,"Double Terrace","View-Park",,"08/07/2020",,,
698,44400001,"B-0201  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",11,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2437,591,0,0,"01_B_A2 ",1,1,"",,64,"Balcony-Standard",,,"08/07/2020",,,
699,44400001,"B-0202  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",11,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3235,773,0,0,"01_B_B1 ",2,2,"",,64,"Balcony-Standard","View-Park",,"08/07/2020",,,
700,44400001,"B-0203  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",11,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
701,44400001,"B-0204  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",11,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2006,409,0,0,"01_B_S1 ",0,1,"",,69,"Balcony-Standard","View-Park",,"08/07/2020",,,
702,44400001,"B-0205  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",11,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
703,44400001,"B-0206  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",11,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3245,773,0,0,"01_B_B2 ",2,2,"","Edge",64,"Balcony-Standard","View-Park",,"08/07/2020",,,
704,44400001,"B-0301  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",12,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2437,591,0,0,"01_B_A2 ",1,1,"",,64,"Balcony-Standard",,,"08/07/2020",,,
705,44400001,"B-0302  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",12,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3235,773,0,0,"01_B_B1 ",2,2,"",,64,"Balcony-Standard","View-Park",,"08/07/2020",,,
706,44400001,"B-0303  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",12,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
707,44400001,"B-0304  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",12,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2006,409,0,0,"01_B_S1 ",0,1,"",,69,"Balcony-Standard","View-Park",,"08/07/2020",,,
708,44400001,"B-0305  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",12,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
709,44400001,"B-0306  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",12,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3245,773,0,0,"01_B_B2 ",2,2,"",,64,"Balcony-Standard","View-Park",,"08/07/2020",,,
710,44400001,"B-0401  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",13,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2437,591,0,0,"01_B_A2 ",1,1,"",,64,"Balcony-Standard",,,"08/07/2020",,,
711,44400001,"B-0402  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",13,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3235,773,0,0,"01_B_B1 ",2,2,"","Edge",64,"Balcony-Standard","View-Park",,"08/07/2020",,,
712,44400001,"B-0403  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",13,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
713,44400001,"B-0404  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",13,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2006,409,0,0,"01_B_S1 ",0,1,"","Edge",69,"Balcony-Standard","View-Park",,"08/07/2020",,,
714,44400001,"B-0405  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",13,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
715,44400001,"B-0406  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",13,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3245,773,0,0,"01_B_B2 ",2,2,"",,64,"Balcony-Standard","View-Park",,"08/07/2020",,,
716,44400001,"B-0501  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",14,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2437,591,0,0,"01_B_A2 ",1,1,"",,64,"Balcony-Standard",,,"08/07/2020",,,
717,44400001,"B-0502  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",14,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3235,773,0,0,"01_B_B1 ",2,2,"",,64,"Balcony-Standard","View-Park",,"08/07/2020",,,
718,44400001,"B-0503  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",14,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
719,44400001,"B-0504  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",14,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2006,409,0,0,"01_B_S1 ",0,1,"",,69,"Balcony-Standard","View-Park",,"08/07/2020",,,
720,44400001,"B-0505  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",14,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
721,44400001,"B-0506  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",14,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3245,773,0,0,"01_B_B2 ",2,2,"","Aspect",64,"Balcony-Standard","View-Park",,"08/07/2020",,,
722,44400001,"B-0601  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",15,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2437,591,0,0,"01_B_A2 ",1,1,"",,64,"Balcony-Standard",,,"08/07/2020",,,
723,44400001,"B-0602  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",15,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3235,773,0,0,"01_B_B1 ",2,2,"",,64,"Balcony-Standard","View-Park",,"08/07/2020",,,
724,44400001,"B-0603  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",15,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
725,44400001,"B-0604  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",15,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2006,409,0,0,"01_B_S1 ",0,1,"","Edge",69,"Balcony-Standard","View-Park",,"08/07/2020",,,
726,44400001,"B-0605  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",15,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
727,44400001,"B-0606  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",15,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3245,773,0,0,"01_B_B2 ",2,2,"","Edge",64,"Balcony-Standard","View-Park",,"08/07/2020",,,
728,44400001,"B-0701  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",16,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2437,591,0,0,"01_B_A2 ",1,1,"","Edge",64,"Balcony-Standard",,,"08/07/2020",,,
729,44400001,"B-0702  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",16,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3235,773,0,0,"01_B_B1 ",2,2,"","Edge",64,"Balcony-Standard","View-Park",,"08/07/2020",,,
730,44400001,"B-0703  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",16,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
731,44400001,"B-0704  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",16,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2006,409,0,0,"01_B_S1 ",0,1,"",,69,"Balcony-Standard","View-Park",,"08/07/2020",,,
732,44400001,"B-0705  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",16,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
733,44400001,"B-0706  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",16,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3245,773,0,0,"01_B_B2 ",2,2,"",,64,"Balcony-Standard","View-Park",,"08/07/2020",,,
734,44400001,"B-0801  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",17,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2437,591,0,0,"01_B_A2 ",1,1,"","Edge",64,"Balcony-Standard",,,"08/07/2020",,,
735,44400001,"B-0802  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",17,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3235,773,0,0,"01_B_B1 ",2,2,"",,64,"Balcony-Standard","View-Park",,"08/07/2020",,,
736,44400001,"B-0803  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",17,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
737,44400001,"B-0804  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",17,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2006,409,0,0,"01_B_S1 ",0,1,"","Edge",69,"Balcony-Standard","View-Park",,"08/07/2020",,,
738,44400001,"B-0805  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",17,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2417,553,0,0,"01_B_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
739,44400001,"B-0806  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",17,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3245,773,0,0,"01_B_B2 ",2,2,"","Edge",64,"Balcony-Standard","View-Park",,"08/07/2020",,,
740,44400001,"B-0901  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",18,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2487,591,0,0,"01_B_A2 ",1,1,"",,64,"Balcony-Standard",,"Top Floor","08/07/2020",,,
741,44400001,"B-0902  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",18,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3285,773,0,0,"01_B_B1 ",2,2,"","Aspect",64,"Balcony-Standard","View-Park","Top Floor","08/07/2020",,,
742,44400001,"B-0903  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",18,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2523,595,0,0,"01_B_A3 ",1,1,"",,160,"Large Terrace","View-Park","Top Floor","08/07/2020",,,
743,44400001,"B-0904  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",18,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",2523,595,0,0,"01_B_A3 ",1,1,"",,160,"Large Terrace","View-Park","Top Floor","08/07/2020",,,
744,44400001,"B-0905  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",18,5,"h4.b","10 Ash Avenue","Vowler House","Elephant and Castle","","London","SE17 1GH","UK",3295,773,0,0,"01_B_B2 ",2,2,"",,64,"Balcony-Standard","View-Park","Top Floor","08/07/2020",,,
745,44400001,"C-0101  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",19,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",3290,813,0,0,"01_C_B2 ",2,2,"",,242,"Double Terrace","View-Park",,"08/07/2020",,,
746,44400001,"C-0102  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",19,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",3240,769,0,0,"01_C_B1 ",2,2,"","Aspect",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
747,44400001,"C-0103  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",19,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",2437,553,0,0,"01_C_A1 ",1,1,"",,67,"Balcony-Standard","View-Park",,"08/07/2020",,,
748,44400001,"C-0104  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",19,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",4757,1056,0,0,"01_C_C2 ",3,3,"",,113,"Balcony-Large","View-Park",,"08/07/2020",,,
749,44400001,"C-0105  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",19,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",2026,424,0,0,"01_C_S1 ",0,1,"",,58,"Balcony-Standard",,,"08/07/2020",,,
750,44400001,"C-0106  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",19,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",3265,865,0,0,"01_C_B3D",2,1,"Yes",,69,"Balcony-Standard",,"","08/07/2020",,,
751,44400001,"C-0107  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",19,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",3295,868,0,0,"01_C_B4D",2,1,"Yes",,408,"Wraparound Terrace",,"","08/07/2020",,,
752,44400001,"C-0108  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",19,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",2061,443,0,0,"01_C_S2 ",0,1,"",,113,"Terrace",,,"08/07/2020",,,
753,44400001,"C-0201  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",20,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",4727,1038,0,0,"01_C_C1 ",3,3,"",,112,"Balcony-Std; Terrace","View-Park",,"08/07/2020",,,
754,44400001,"C-0202  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",20,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",3240,769,0,0,"01_C_B1 ",2,2,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
755,44400001,"C-0203  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",20,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",2437,553,0,0,"01_C_A1 ",1,1,"","Edge",67,"Balcony-Standard","View-Park",,"08/07/2020",,,
756,44400001,"C-0204  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",20,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",4757,1056,0,0,"01_C_C2 ",3,3,"","Edge",113,"Balcony-Large","View-Park",,"08/07/2020",,,
757,44400001,"C-0205  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",20,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",2026,424,0,0,"01_C_S1 ",0,1,"",,58,"Balcony-Standard",,,"08/07/2020",,,
758,44400001,"C-0206  ","03/03/2020",,"Vacant Unrented Not Ready",,"01/09/2020",20,6,"h4.c","4 Ash Avenue","Maurice House","Elephant and Castle","","London","SE17 1GJ","UK",3265,865,0,0,"01_C_B3D",2,1,"Yes",,69,"Balcony-Standard",,"","08/07/2020",,,
